# H_star t_star theta0 t_p x_tp_over_tosc Ea3_PT Ea3_noPT f_anh_PT f_anh_noPT xi_DM nsteps_PT nsteps_noPT
0.5 1 0.2618 1.0020000000e+00 6.6800000000e-01 5.2810718337e-02 2.5490996574e-02 1.5452300310e+00 4.0721388071e-01 2.0717400429e+00 3261 3275
0.5 1 0.2618 1.0151197282e+00 6.7674648546e-01 5.3419744282e-02 2.5490996574e-02 1.5328460885e+00 4.0721388071e-01 2.0956318489e+00 3261 3275
0.5 1 0.2618 1.0284112401e+00 6.8560749339e-01 5.4041800746e-02 2.5490996574e-02 1.5207304333e+00 4.0721388071e-01 2.1200348362e+00 3261 3275
0.5 1 0.2618 1.0418767849e+00 6.9458452329e-01 5.4677154266e-02 2.5490996574e-02 1.5088775910e+00 4.0721388071e-01 2.1449594607e+00 3261 3275
0.5 1 0.2618 1.0555186415e+00 7.0367909430e-01 5.5326014113e-02 2.5490996574e-02 1.4972805013e+00 4.0721388071e-01 2.1704139323e+00 3260 3275
0.5 1 0.2618 1.0693391182e+00 7.1289274545e-01 5.5988781651e-02 2.5490996574e-02 1.4859372948e+00 4.0721388071e-01 2.1964139961e+00 3260 3275
0.5 1 0.2618 1.0833405539e+00 7.2222703592e-01 5.6665677569e-02 2.5490996574e-02 1.4748411014e+00 4.0721388071e-01 2.2229683098e+00 3260 3275
0.5 1 0.2618 1.0975253180e+00 7.3168354531e-01 5.7356989315e-02 2.5490996574e-02 1.4639868414e+00 4.0721388071e-01 2.2500881497e+00 3260 3275
0.5 1 0.2618 1.1118958108e+00 7.4126387389e-01 5.8063011016e-02 2.5490996574e-02 1.4533695603e+00 4.0721388071e-01 2.2777850543e+00 3260 3275
0.5 1 0.2618 1.1264544643e+00 7.5096964290e-01 5.8784042255e-02 2.5490996574e-02 1.4429843912e+00 4.0721388071e-01 2.3060707761e+00 3260 3275
0.5 1 0.2618 1.1412037422e+00 7.6080249479e-01 5.9520388337e-02 2.5490996574e-02 1.4328265581e+00 4.0721388071e-01 2.3349572922e+00 3260 3275
0.5 1 0.2618 1.1561461403e+00 7.7076409353e-01 6.0272360543e-02 2.5490996574e-02 1.4228913776e+00 4.0721388071e-01 2.3644568139e+00 3260 3275
0.5 1 0.2618 1.1712841873e+00 7.8085612488e-01 6.1040276246e-02 2.5490996574e-02 1.4131742567e+00 4.0721388071e-01 2.3945817916e+00 3260 3275
0.5 1 0.2618 1.1866204450e+00 7.9108029665e-01 6.1824459027e-02 2.5490996574e-02 1.4036706919e+00 4.0721388071e-01 2.4253449192e+00 3260 3275
0.5 1 0.2618 1.2021575086e+00 8.0143833904e-01 6.2625238794e-02 2.5490996574e-02 1.3943762669e+00 4.0721388071e-01 2.4567591389e+00 3260 3275
0.5 1 0.2618 1.2178980073e+00 8.1193200488e-01 6.3442951905e-02 2.5490996574e-02 1.3852866513e+00 4.0721388071e-01 2.4888376459e+00 3260 3275
0.5 1 0.2618 1.2338446049e+00 8.2256306996e-01 6.4277941292e-02 2.5490996574e-02 1.3763975989e+00 4.0721388071e-01 2.5215938931e+00 3260 3275
0.5 1 0.2618 1.2500000000e+00 8.3333333333e-01 6.5130556589e-02 2.5490996574e-02 1.3677049459e+00 4.0721388071e-01 2.5550415967e+00 3260 3275
0.5 1 0.2618 1.3877974830e+00 9.2519832202e-01 7.2669869892e-02 2.5490996574e-02 1.3044813870e+00 4.0721388071e-01 2.8508053689e+00 3260 3275
0.5 1 0.2618 1.5407854831e+00 1.0271903221e+00 8.1576348534e-02 2.5490996574e-02 1.2517674151e+00 4.0721388071e-01 3.2002024047e+00 3260 3275
0.5 1 0.2618 1.7106385723e+00 1.1404257149e+00 9.2086748728e-02 2.5490996574e-02 1.2079039359e+00 4.0721388071e-01 3.6125205407e+00 3260 3275
0.5 1 0.2618 1.8992159240e+00 1.2661439493e+00 1.0447758097e-01 2.5490996574e-02 1.1714782815e+00 4.0721388071e-01 4.0986071558e+00 3260 3275
0.5 1 0.2618 2.1085816633e+00 1.4057211088e+00 1.1907179270e-01 2.5490996574e-02 1.1412897094e+00 4.0721388071e-01 4.6711313287e+00 3260 3275
0.5 1 0.2618 2.3410274600e+00 1.5606849733e+00 1.3624659512e-01 2.5490996574e-02 1.1163195825e+00 4.0721388071e-01 5.3448908802e+00 3260 3275
0.5 1 0.2618 2.5990976134e+00 1.7327317423e+00 1.5644263113e-01 2.5490996574e-02 1.0957055797e+00 4.0721388071e-01 6.1371720277e+00 3260 3275
0.5 1 0.2618 2.8856169008e+00 1.9237446005e+00 1.8017470437e-01 2.5490996574e-02 1.0787193176e+00 4.0721388071e-01 7.0681702791e+00 3260 3275
0.5 1 0.2618 3.2037214975e+00 2.1358143317e+00 2.0804432127e-01 2.5490996574e-02 1.0647468897e+00 4.0721388071e-01 8.1614824538e+00 3260 3275
0.5 1 0.2618 3.5568933045e+00 2.3712622030e+00 2.4075434696e-01 2.5490996574e-02 1.0532719725e+00 4.0721388071e-01 9.4446816256e+00 3260 3275
0.5 1 0.2618 3.9489980603e+00 2.6326653735e+00 2.7912616412e-01 2.5490996574e-02 1.0438613413e+00 4.0721388071e-01 1.0949990257e+01 3260 3275
0.5 1 0.2618 4.3843276549e+00 2.9228851032e+00 3.2411987347e-01 2.5490996574e-02 1.0361527970e+00 4.0721388071e-01 1.2715072654e+01 3260 3275
0.5 1 0.2618 4.8676471074e+00 3.2450980716e+00 3.7685823756e-01 2.5490996574e-02 1.0298453965e+00 4.0721388071e-01 1.4783974273e+01 3260 3275
0.5 1 0.2618 5.4042467231e+00 3.6028311487e+00 4.3865501540e-01 2.5490996574e-02 1.0246911723e+00 4.0721388071e-01 1.7208233273e+01 3260 3275
