# H_star t_star theta0 t_p x_tp_over_tosc Ea3_PT Ea3_noPT f_anh_PT f_anh_noPT xi_DM nsteps_PT nsteps_noPT
2 0.25 0.2618 2.5050000000e-01 1.6700000000e-01 2.7837937500e-02 2.5490998574e-02 6.5162555452e+00 4.0721391266e-01 1.0920693208e+00 3265 3275
2 0.25 0.2618 2.5192446971e-01 1.6794964647e-01 2.7862525820e-02 2.5490998574e-02 6.4667727816e+00 4.0721391266e-01 1.0930339092e+00 3265 3275
2 0.25 0.2618 2.5335703967e-01 1.6890469312e-01 2.7887365284e-02 2.5490998574e-02 6.4177185751e+00 4.0721391266e-01 1.0940083498e+00 3265 3275
2 0.25 0.2618 2.5479775595e-01 1.6986517064e-01 2.7912458373e-02 2.5490998574e-02 6.3690892925e+00 4.0721391266e-01 1.0949927399e+00 3265 3275
2 0.25 0.2618 2.5624666488e-01 1.7083110992e-01 2.7937807591e-02 2.5490998574e-02 6.3208813312e+00 4.0721391266e-01 1.0959871779e+00 3265 3275
2 0.25 0.2618 2.5770381303e-01 1.7180254202e-01 2.7963415465e-02 2.5490998574e-02 6.2730911190e+00 4.0721391266e-01 1.0969917629e+00 3265 3275
2 0.25 0.2618 2.5916924726e-01 1.7277949818e-01 2.7989284548e-02 2.5490998574e-02 6.2257151137e+00 4.0721391266e-01 1.0980065950e+00 3265 3275
2 0.25 0.2618 2.6064301470e-01 1.7376200980e-01 2.8015417415e-02 2.5490998574e-02 6.1787498034e+00 4.0721391266e-01 1.0990317752e+00 3265 3275
2 0.25 0.2618 2.6212516272e-01 1.7475010848e-01 2.8041816666e-02 2.5490998574e-02 6.1321917054e+00 4.0721391266e-01 1.1000674055e+00 3265 3275
2 0.25 0.2618 2.6361573898e-01 1.7574382599e-01 2.8068484925e-02 2.5490998574e-02 6.0860373666e+00 4.0721391266e-01 1.1011135889e+00 3265 3275
2 0.25 0.2618 2.6511479142e-01 1.7674319428e-01 2.8095424843e-02 2.5490998574e-02 6.0402833630e+00 4.0721391266e-01 1.1021704293e+00 3265 3275
2 0.25 0.2618 2.6662236822e-01 1.7774824548e-01 2.8122639092e-02 2.5490998574e-02 5.9949262995e+00 4.0721391266e-01 1.1032380317e+00 3265 3275
2 0.25 0.2618 2.6813851787e-01 1.7875901192e-01 2.8150130373e-02 2.5490998574e-02 5.9499628096e+00 4.0721391266e-01 1.1043165018e+00 3265 3275
2 0.25 0.2618 2.6966328912e-01 1.7977552608e-01 2.8177901411e-02 2.5490998574e-02 5.9053895554e+00 4.0721391266e-01 1.1054059467e+00 3265 3275
2 0.25 0.2618 2.7119673098e-01 1.8079782065e-01 2.8205954955e-02 2.5490998574e-02 5.8612032268e+00 4.0721391266e-01 1.1065064741e+00 3265 3275
2 0.25 0.2618 2.7273889277e-01 1.8182592851e-01 2.8234293782e-02 2.5490998574e-02 5.8174005419e+00 4.0721391266e-01 1.1076181931e+00 3265 3275
2 0.25 0.2618 2.7428982407e-01 1.8285988272e-01 2.8262920694e-02 2.5490998574e-02 5.7739782465e+00 4.0721391266e-01 1.1087412136e+00 3265 3275
2 0.25 0.2618 2.7584957476e-01 1.8389971650e-01 2.8291838521e-02 2.5490998574e-02 5.7309331137e+00 4.0721391266e-01 1.1098756464e+00 3265 3275
2 0.25 0.2618 2.7741819497e-01 1.8494546331e-01 2.8321050116e-02 2.5490998574e-02 5.6882619439e+00 4.0721391266e-01 1.1110216037e+00 3265 3275
2 0.25 0.2618 2.7899573515e-01 1.8599715677e-01 2.8350558363e-02 2.5490998574e-02 5.6459615645e+00 4.0721391266e-01 1.1121791985e+00 3265 3275
2 0.25 0.2618 2.8058224602e-01 1.8705483068e-01 2.8380366169e-02 2.5490998574e-02 5.6040288295e+00 4.0721391266e-01 1.1133485448e+00 3265 3275
2 0.25 0.2618 2.8217777860e-01 1.8811851907e-01 2.8410476472e-02 2.5490998574e-02 5.5624606198e+00 4.0721391266e-01 1.1145297580e+00 3265 3275
2 0.25 0.2618 2.8378238418e-01 1.8918825612e-01 2.8440892235e-02 2.5490998574e-02 5.5212538422e+00 4.0721391266e-01 1.1157229542e+00 3265 3275
2 0.25 0.2618 2.8539611436e-01 1.9026407624e-01 2.8471616449e-02 2.5490998574e-02 5.4804054298e+00 4.0721391266e-01 1.1169282508e+00 3265 3275
2 0.25 0.2618 2.8701902103e-01 1.9134601402e-01 2.8502652134e-02 2.5490998574e-02 5.4399123416e+00 4.0721391266e-01 1.1181457663e+00 3265 3275
2 0.25 0.2618 2.8865115636e-01 1.9243410424e-01 2.8534002337e-02 2.5490998574e-02 5.3997715622e+00 4.0721391266e-01 1.1193756201e+00 3265 3275
2 0.25 0.2618 2.9029257285e-01 1.9352838190e-01 2.8565670135e-02 2.5490998574e-02 5.3599801015e+00 4.0721391266e-01 1.1206179331e+00 3265 3275
2 0.25 0.2618 2.9194332325e-01 1.9462888217e-01 2.8597658633e-02 2.5490998574e-02 5.3205349947e+00 4.0721391266e-01 1.1218728270e+00 3265 3275
2 0.25 0.2618 2.9360346066e-01 1.9573564044e-01 2.8629970963e-02 2.5490998574e-02 5.2814333021e+00 4.0721391266e-01 1.1231404246e+00 3265 3275
2 0.25 0.2618 2.9527303845e-01 1.9684869230e-01 2.8662610291e-02 2.5490998574e-02 5.2426721087e+00 4.0721391266e-01 1.1244208502e+00 3265 3275
2 0.25 0.2618 2.9695211030e-01 1.9796807353e-01 2.8695579807e-02 2.5490998574e-02 5.2042485240e+00 4.0721391266e-01 1.1257142290e+00 3265 3275
2 0.25 0.2618 2.9864073021e-01 1.9909382014e-01 2.8728882734e-02 2.5490998574e-02 5.1661596821e+00 4.0721391266e-01 1.1270206873e+00 3265 3275
2 0.25 0.2618 3.0033895246e-01 2.0022596831e-01 2.8762551586e-02 2.5490998574e-02 5.1284079581e+00 4.0721391266e-01 1.1283415007e+00 3264 3275
2 0.25 0.2618 3.0204683166e-01 2.0136455444e-01 2.8796531344e-02 2.5490998574e-02 5.0909800947e+00 4.0721391266e-01 1.1296745108e+00 3264 3275
2 0.25 0.2618 3.0376442273e-01 2.0250961515e-01 2.8830854359e-02 2.5490998574e-02 5.0538785193e+00 4.0721391266e-01 1.1310209867e+00 3264 3275
2 0.25 0.2618 3.0549178089e-01 2.0366118726e-01 2.8865523976e-02 2.5490998574e-02 5.0171004615e+00 4.0721391266e-01 1.1323810596e+00 3264 3275
2 0.25 0.2618 3.0722896168e-01 2.0481930779e-01 2.8900543570e-02 2.5490998574e-02 4.9806431739e+00 4.0721391266e-01 1.1337548619e+00 3264 3275
2 0.25 0.2618 3.0897602096e-01 2.0598401397e-01 2.8935916546e-02 2.5490998574e-02 4.9445039324e+00 4.0721391266e-01 1.1351425273e+00 3264 3275
2 0.25 0.2618 3.1073301490e-01 2.0715534327e-01 2.8971646343e-02 2.5490998574e-02 4.9086800359e+00 4.0721391266e-01 1.1365441906e+00 3264 3275
2 0.25 0.2618 3.1250000000e-01 2.0833333333e-01 2.9007736431e-02 2.5490998574e-02 4.8731688059e+00 4.0721391266e-01 1.1379599880e+00 3264 3275
2 0.25 0.2618 3.2682408730e-01 2.1788272487e-01 2.9306075805e-02 2.5490998574e-02 4.6031934912e+00 4.0721391266e-01 1.1496637027e+00 3264 3275
2 0.25 0.2618 3.4180474894e-01 2.2786983262e-01 2.9628954997e-02 2.5490998574e-02 4.3513282183e+00 4.0721391266e-01 1.1623301029e+00 3264 3275
2 0.25 0.2618 3.5747208034e-01 2.3831472023e-01 2.9978311867e-02 2.5490998574e-02 4.1163910858e+00 4.0721391266e-01 1.1760352102e+00 3264 3275
2 0.25 0.2618 3.7385755646e-01 2.4923837098e-01 3.0356230221e-02 2.5490998574e-02 3.8972766956e+00 4.0721391266e-01 1.1908607712e+00 3264 3275
2 0.25 0.2618 3.9099409495e-01 2.6066272997e-01 3.0764949475e-02 2.5490998574e-02 3.6929510905e+00 4.0721391266e-01 1.2068946372e+00 3264 3275
2 0.25 0.2618 4.0891612232e-01 2.7261074821e-01 3.1206875568e-02 2.5490998574e-02 3.5024471113e+00 4.0721391266e-01 1.2242311919e+00 3264 3275
2 0.25 0.2618 4.2765964307e-01 2.8510642872e-01 3.1684592843e-02 2.5490998574e-02 3.3248600852e+00 4.0721391266e-01 1.2429718181e+00 3263 3275
2 0.25 0.2618 4.4726231208e-01 2.9817487472e-01 3.2200876989e-02 2.5490998574e-02 3.1593438146e+00 4.0721391266e-01 1.2632254047e+00 3263 3275
2 0.25 0.2618 4.6776351018e-01 3.1184234012e-01 3.2758705153e-02 2.5490998574e-02 3.0051064782e+00 4.0721391266e-01 1.2851087437e+00 3263 3275
2 0.25 0.2618 4.8920442332e-01 3.2613628221e-01 3.3361273479e-02 2.5490998574e-02 2.8614074586e+00 4.0721391266e-01 1.3087472184e+00 3263 3275
2 0.25 0.2618 5.1162812530e-01 3.4108541687e-01 3.4012010909e-02 2.5490998574e-02 2.7275538978e+00 4.0721391266e-01 1.3342753447e+00 3263 3275
2 0.25 0.2618 5.3507966429e-01 3.5671977620e-01 3.4714595161e-02 2.5490998574e-02 2.6028976025e+00 4.0721391266e-01 1.3618373976e+00 3263 3275
2 0.25 0.2618 5.5960615334e-01 3.7307076889e-01 3.5472970444e-02 2.5490998574e-02 2.4868322025e+00 4.0721391266e-01 1.3915881067e+00 3263 3275
2 0.25 0.2618 5.8525686501e-01 3.9017124334e-01 3.6291407204e-02 2.5490998574e-02 2.3787931584e+00 4.0721391266e-01 1.4236949996e+00 3262 3275
2 0.25 0.2618 6.1208333038e-01 4.0805555359e-01 3.7174350909e-02 2.5490998574e-02 2.2782438865e+00 4.0721391266e-01 1.4583324698e+00 3262 3275
2 0.25 0.2618 6.4013944258e-01 4.2675962839e-01 3.8126697663e-02 2.5490998574e-02 2.1846906848e+00 4.0721391266e-01 1.4956925894e+00 3262 3275
2 0.25 0.2618 6.6948156502e-01 4.4632104335e-01 3.9153647860e-02 2.5490998574e-02 2.0976689216e+00 4.0721391266e-01 1.5359793672e+00 3262 3275
2 0.25 0.2618 7.0016864465e-01 4.6677909644e-01 4.0260771305e-02 2.5490998574e-02 2.0167438954e+00 4.0721391266e-01 1.5794113042e+00 3262 3275
2 0.25 0.2618 7.3226233039e-01 4.8817488693e-01 4.1454033887e-02 2.5490998574e-02 1.9415089878e+00 4.0721391266e-01 1.6262224395e+00 3262 3275
2 0.25 0.2618 7.6582709695e-01 5.1055139797e-01 4.2739818527e-02 2.5490998574e-02 1.8715835874e+00 4.0721391266e-01 1.6766631720e+00 3262 3275
2 0.25 0.2618 8.0093037438e-01 5.3395358292e-01 4.4124959349e-02 2.5490998574e-02 1.8066117042e+00 4.0721391266e-01 1.7310016012e+00 3262 3275
2 0.25 0.2618 8.3764268353e-01 5.5842845569e-01 4.5616823448e-02 2.5490998574e-02 1.7462623390e+00 4.0721391266e-01 1.7895267349e+00 3261 3275
2 0.25 0.2618 8.7603777770e-01 5.8402518513e-01 4.7223132103e-02 2.5490998574e-02 1.6902197952e+00 4.0721391266e-01 1.8525414752e+00 3261 3275
2 0.25 0.2618 9.1619279085e-01 6.1079519390e-01 4.8952311549e-02 2.5490998574e-02 1.6381948123e+00 4.0721391266e-01 1.9203763794e+00 3261 3275
2 0.25 0.2618 9.5818839253e-01 6.3879226168e-01 5.0813315368e-02 2.5490998574e-02 1.5899146859e+00 4.0721391266e-01 1.9933826923e+00 3261 3275
2 0.25 0.2618 1.0021089499e+00 6.6807263329e-01 5.2815722312e-02 2.5490998574e-02 1.5451244316e+00 4.0721391266e-01 2.0719361840e+00 3261 3275
2 0.25 0.2618 1.0480426974e+00 6.9869513161e-01 5.4969776208e-02 2.5490998574e-02 1.5035855796e+00 4.0721391266e-01 2.1564387149e+00 3261 3275
2 0.25 0.2618 1.0960819137e+00 7.3072127581e-01 5.7286431444e-02 2.5490998574e-02 1.4650751412e+00 4.0721391266e-01 2.2473200207e+00 3261 3275
2 0.25 0.2618 1.1463231074e+00 7.6421540493e-01 5.9777402054e-02 2.5490998574e-02 1.4293846485e+00 4.0721391266e-01 2.3450396374e+00 3261 3275
2 0.25 0.2618 1.1988672107e+00 7.9924480710e-01 6.2455206875e-02 2.5490998574e-02 1.3963190887e+00 4.0721391266e-01 2.4500886732e+00 3261 3275
2 0.25 0.2618 1.2538197822e+00 8.3587985477e-01 6.5333231625e-02 2.5490998574e-02 1.3656962328e+00 4.0721391266e-01 2.5629922435e+00 3261 3275
2 0.25 0.2618 1.3112912190e+00 8.7419414602e-01 6.8425785197e-02 2.5490998574e-02 1.3373457676e+00 4.0721391266e-01 2.6843116796e+00 3261 3275
2 0.25 0.2618 1.3713969787e+00 9.1426465248e-01 7.1748237677e-02 2.5490998574e-02 1.3111099190e+00 4.0721391266e-01 2.8146499427e+00 3260 3275
2 0.25 0.2618 1.4342578109e+00 9.5617187392e-01 7.5316793877e-02 2.5490998574e-02 1.2868372867e+00 4.0721391266e-01 2.9546427401e+00 3260 3275
2 0.25 0.2618 1.5000000000e+00 1.0000000000e+00 7.9148996107e-02 2.5490998574e-02 1.2643903413e+00 4.0721391266e-01 3.1049782485e+00 3260 3275
2 0.25 0.2618 1.6091865635e+00 1.0727910423e+00 8.5732825094e-02 2.5490998574e-02 1.2325660064e+00 4.0721391266e-01 3.3632587929e+00 3260 3275
2 0.25 0.2618 1.7263209307e+00 1.1508806205e+00 9.3089403788e-02 2.5490998574e-02 1.2044550362e+00 4.0721391266e-01 3.6518539482e+00 3260 3275
2 0.25 0.2618 1.8519816307e+00 1.2346544205e+00 1.0130579680e-01 2.5490998574e-02 1.1796466318e+00 4.0721391266e-01 3.9741792186e+00 3260 3275
2 0.25 0.2618 1.9867893040e+00 1.3245262026e+00 1.1047863351e-01 2.5490998574e-02 1.1577724776e+00 4.0721391266e-01 4.3340253302e+00 3260 3275
2 0.25 0.2618 2.1314097683e+00 1.4209398455e+00 1.2071516809e-01 2.5490998574e-02 1.1385026953e+00 4.0721391266e-01 4.7355998134e+00 3260 3275
2 0.25 0.2618 2.2865573069e+00 1.5243715380e+00 1.3213444912e-01 2.5490998574e-02 1.1215420732e+00 4.0721391266e-01 5.1835728887e+00 3260 3275
2 0.25 0.2618 2.4529981967e+00 1.6353321311e+00 1.4486862390e-01 2.5490998574e-02 1.1066266857e+00 4.0721391266e-01 5.6831286339e+00 3260 3275
2 0.25 0.2618 2.6315544922e+00 1.7543696615e+00 1.5906438972e-01 2.5490998574e-02 1.0935208289e+00 4.0721391266e-01 6.2400219142e+00 3260 3275
2 0.25 0.2618 2.8231080866e+00 1.8820720578e+00 1.7488460888e-01 2.5490998574e-02 1.0820142449e+00 4.0721391266e-01 6.8606417424e+00 3260 3275
2 0.25 0.2618 3.0286050669e+00 2.0190700446e+00 1.9251010691e-01 2.5490998574e-02 1.0719196089e+00 4.0721391266e-01 7.5520818201e+00 3260 3275
2 0.25 0.2618 3.2490603865e+00 2.1660402577e+00 2.1214167546e-01 2.5490998574e-02 1.0630702563e+00 4.0721391266e-01 8.3222191096e+00 3260 3275
