# H_star t_star theta0 t_p x_tp_over_tosc Ea3_PT Ea3_noPT f_anh_PT f_anh_noPT xi_DM nsteps_PT nsteps_noPT
1.5 0.33333333 0.2618 3.3400000000e-01 2.2266666667e-01 2.9459381215e-02 2.5490996574e-02 4.4789536429e+00 4.0721388071e-01 1.1556778931e+00 3263 3275
1.5 0.33333333 0.2618 3.3837324273e-01 2.2558216182e-01 2.9554043945e-02 2.5490996574e-02 4.4065179348e+00 4.0721388071e-01 1.1593914682e+00 3263 3275
1.5 0.33333333 0.2618 3.4280374670e-01 2.2853583113e-01 2.9650898722e-02 2.5490996574e-02 4.3355297324e+00 4.0721388071e-01 1.1631910363e+00 3263 3275
1.5 0.33333333 0.2618 3.4729226165e-01 2.3152817443e-01 2.9749994386e-02 2.5490996574e-02 4.2659609508e+00 4.0721388071e-01 1.1670785134e+00 3263 3275
1.5 0.33333333 0.2618 3.5183954715e-01 2.3455969810e-01 2.9851380810e-02 2.5490996574e-02 4.1977840448e+00 4.0721388071e-01 1.1710558559e+00 3263 3275
1.5 0.33333333 0.2618 3.5644637273e-01 2.3763091515e-01 2.9955108927e-02 2.5490996574e-02 4.1309719983e+00 4.0721388071e-01 1.1751250619e+00 3263 3275
1.5 0.33333333 0.2618 3.6111351796e-01 2.4074234531e-01 3.0061230744e-02 2.5490996574e-02 4.0654983141e+00 4.0721388071e-01 1.1792881717e+00 3263 3275
1.5 0.33333333 0.2618 3.6584177265e-01 2.4389451510e-01 3.0169799371e-02 2.5490996574e-02 4.0013370038e+00 4.0721388071e-01 1.1835472687e+00 3263 3275
1.5 0.33333333 0.2618 3.7063193694e-01 2.4708795796e-01 3.0280869035e-02 2.5490996574e-02 3.9384625783e+00 4.0721388071e-01 1.1879044802e+00 3263 3275
1.5 0.33333333 0.2618 3.7548482145e-01 2.5032321430e-01 3.0394495108e-02 2.5490996574e-02 3.8768500379e+00 4.0721388071e-01 1.1923619784e+00 3263 3275
1.5 0.33333333 0.2618 3.8040124739e-01 2.5360083160e-01 3.0510734127e-02 2.5490996574e-02 3.8164748626e+00 4.0721388071e-01 1.1969219814e+00 3263 3275
1.5 0.33333333 0.2618 3.8538204677e-01 2.5692136451e-01 3.0629643819e-02 2.5490996574e-02 3.7573130035e+00 4.0721388071e-01 1.2015867536e+00 3263 3275
1.5 0.33333333 0.2618 3.9042806244e-01 2.6028537496e-01 3.0751283123e-02 2.5490996574e-02 3.6993408730e+00 4.0721388071e-01 1.2063586072e+00 3263 3275
1.5 0.33333333 0.2618 3.9554014832e-01 2.6369343222e-01 3.0875712213e-02 2.5490996574e-02 3.6425353364e+00 4.0721388071e-01 1.2112399028e+00 3263 3275
1.5 0.33333333 0.2618 4.0071916952e-01 2.6714611301e-01 3.1002992527e-02 2.5490996574e-02 3.5868737030e+00 4.0721388071e-01 1.2162330506e+00 3263 3275
1.5 0.33333333 0.2618 4.0596600244e-01 2.7064400163e-01 3.1133186784e-02 2.5490996574e-02 3.5323337173e+00 4.0721388071e-01 1.2213405111e+00 3263 3275
1.5 0.33333333 0.2618 4.1128153498e-01 2.7418768999e-01 3.1266359020e-02 2.5490996574e-02 3.4788935510e+00 4.0721388071e-01 1.2265647963e+00 3263 3275
1.5 0.33333333 0.2618 4.1666666667e-01 2.7777777778e-01 3.1402574602e-02 2.5490996574e-02 3.4265317945e+00 4.0721388071e-01 1.2319084705e+00 3263 3275
1.5 0.33333333 0.2618 4.6259916101e-01 3.0839944067e-01 3.2616532647e-02 2.5490996574e-02 3.0423079827e+00 4.0721388071e-01 1.2795314829e+00 3262 3275
1.5 0.33333333 0.2618 5.1359516104e-01 3.4239677403e-01 3.4070158899e-02 2.5490996574e-02 2.7165357296e+00 4.0721388071e-01 1.3365565681e+00 3262 3275
1.5 0.33333333 0.2618 5.7021285743e-01 3.8014190495e-01 3.5808384373e-02 2.5490996574e-02 2.4406295510e+00 4.0721388071e-01 1.4047463491e+00 3262 3275
1.5 0.33333333 0.2618 6.3307197467e-01 4.2204798311e-01 3.7884131465e-02 2.5490996574e-02 2.2072440257e+00 4.0721388071e-01 1.4861769470e+00 3262 3275
1.5 0.33333333 0.2618 7.0286055442e-01 4.6857370295e-01 4.0359537316e-02 2.5490996574e-02 2.0100879961e+00 4.0721388071e-01 1.5832859731e+00 3261 3275
1.5 0.33333333 0.2618 7.8034248667e-01 5.2022832445e-01 4.3307699361e-02 2.5490996574e-02 1.8437833158e+00 4.0721388071e-01 1.6989410059e+00 3261 3275
1.5 0.33333333 0.2618 8.6636587113e-01 5.7757724742e-01 4.6814150418e-02 2.5490996574e-02 1.7037183067e+00 4.0721388071e-01 1.8364974583e+00 3261 3275
1.5 0.33333333 0.2618 9.6187230027e-01 6.4124820018e-01 5.0979121321e-02 2.5490996574e-02 1.5859477156e+00 4.0721388071e-01 1.9998873395e+00 3261 3275
1.5 0.33333333 0.2618 1.0679071658e+00 7.1193811056e-01 5.5919862818e-02 2.5490996574e-02 1.4870942474e+00 4.0721388071e-01 2.1937103422e+00 3260 3275
1.5 0.33333333 0.2618 1.1856311015e+00 7.9042073433e-01 6.1773683540e-02 2.5490996574e-02 1.4042737299e+00 4.0721388071e-01 2.4233530204e+00 3260 3275
1.5 0.33333333 0.2618 1.3163326868e+00 8.7755512451e-01 6.8700892257e-02 2.5490996574e-02 1.3350161710e+00 4.0721388071e-01 2.6951042129e+00 3260 3275
1.5 0.33333333 0.2618 1.4614425516e+00 9.7429503441e-01 7.6888858634e-02 2.5490996574e-02 1.2772133202e+00 4.0721388071e-01 3.0163143450e+00 3260 3275
1.5 0.33333333 0.2618 1.6225490358e+00 1.0816993572e+00 8.6556463141e-02 2.5490996574e-02 1.2290665619e+00 4.0721388071e-01 3.3955699962e+00 3260 3275
1.5 0.33333333 0.2618 1.8014155744e+00 1.2009437162e+00 9.7959347639e-02 2.5490996574e-02 1.1890432775e+00 4.0721388071e-01 3.8428998785e+00 3260 3275
1.5 0.33333333 0.2618 2.0000000000e+00 1.3333333333e+00 1.1139608103e-01 2.5490996574e-02 1.1558395910e+00 4.0721388071e-01 4.3700167120e+00 3260 3275
1.5 0.33333333 0.2618 2.0529958082e+00 1.3686638721e+00 1.1511405353e-01 2.5490996574e-02 1.1484680043e+00 4.0721388071e-01 4.5158710526e+00 3260 3275
1.5 0.33333333 0.2618 2.1073958942e+00 1.4049305961e+00 1.1898675105e-01 2.5490996574e-02 1.1414372969e+00 4.0721388071e-01 4.6677951840e+00 3260 3275
1.5 0.33333333 0.2618 2.1632374685e+00 1.4421583123e+00 1.2302040482e-01 2.5490996574e-02 1.1347325278e+00 4.0721388071e-01 4.8260335551e+00 3260 3275
1.5 0.33333333 0.2618 2.2205587275e+00 1.4803724850e+00 1.2722149307e-01 2.5490996574e-02 1.1283393659e+00 4.0721388071e-01 4.9908403033e+00 3260 3275
1.5 0.33333333 0.2618 2.2793988797e+00 1.5195992531e+00 1.3159675084e-01 2.5490996574e-02 1.1222440673e+00 4.0721388071e-01 5.1624796407e+00 3260 3275
1.5 0.33333333 0.2618 2.3397981726e+00 1.5598654484e+00 1.3615318020e-01 2.5490996574e-02 1.1164334523e+00 4.0721388071e-01 5.3412262563e+00 3260 3275
1.5 0.33333333 0.2618 2.4017979202e+00 1.6011986135e+00 1.4089806096e-01 2.5490996574e-02 1.1108948850e+00 4.0721388071e-01 5.5273657328e+00 3260 3275
1.5 0.33333333 0.2618 2.4654405311e+00 1.6436270207e+00 1.4583896167e-01 2.5490996574e-02 1.1056162518e+00 4.0721388071e-01 5.7211949814e+00 3260 3275
1.5 0.33333333 0.2618 2.5307695379e+00 1.6871796919e+00 1.5098375119e-01 2.5490996574e-02 1.1005859417e+00 4.0721388071e-01 5.9230226935e+00 3260 3275
1.5 0.33333333 0.2618 2.5978296264e+00 1.7318864176e+00 1.5634061062e-01 2.5490996574e-02 1.0957928270e+00 4.0721388071e-01 6.1331698102e+00 3260 3275
1.5 0.33333333 0.2618 2.6666666667e+00 1.7777777778e+00 1.6191804576e-01 2.5490996574e-02 1.0912262447e+00 4.0721388071e-01 6.3519700099e+00 3260 3275
1.5 0.33333333 0.2618 3.0885169153e+00 2.0590112769e+00 1.9777191625e-01 2.5490996574e-02 1.0693313331e+00 4.0721388071e-01 7.7585007584e+00 3260 3275
1.5 0.33333333 0.2618 3.5771012761e+00 2.3847341840e+00 2.4268007424e-01 2.5490996574e-02 1.0527128208e+00 4.0721388071e-01 9.5202270157e+00 3260 3275
1.5 0.33333333 0.2618 4.1429766746e+00 2.7619844497e+00 2.9887232466e-01 2.5490996574e-02 1.0401347755e+00 4.0721388071e-01 1.1724622997e+01 3260 3275
1.5 0.33333333 0.2618 4.7983700772e+00 3.1989133848e+00 3.6912509713e-01 2.5490996574e-02 1.0306367194e+00 4.0721388071e-01 1.4480606753e+01 3260 3275
1.5 0.33333333 0.2618 5.5574426811e+00 3.7049617874e+00 4.5689874610e-01 2.5490996574e-02 1.0234818026e+00 4.0721388071e-01 1.7923926386e+01 3260 3275
1.5 0.33333333 0.2618 6.4365958974e+00 4.2910639316e+00 5.6650818510e-01 2.5490996574e-02 1.0181094541e+00 4.0721388071e-01 2.2223853957e+01 3260 3275
1.5 0.33333333 0.2618 7.4548257398e+00 4.9698838265e+00 7.0332652312e-01 2.5490996574e-02 1.0140827580e+00 4.0721388071e-01 2.7591174048e+01 3260 3275
1.5 0.33333333 0.2618 8.6341332743e+00 5.7560888495e+00 8.7404486941e-01 2.5490996574e-02 1.0110630828e+00 4.0721388071e-01 3.4288375775e+01 3260 3275
1.5 0.33333333 0.2618 1.0000000000e+01 6.6666666667e+00 1.0870113931e+00 2.5490996574e-02 1.0088038787e+00 4.0721388071e-01 4.2642953954e+01 3260 3275
1.5 0.33333333 0.7854 3.3400000000e-01 2.2266666667e-01 2.7524241291e-01 2.4019972397e-01 4.8683793738e+00 4.4640019222e-01 1.1458897969e+00 3940 3952
1.5 0.33333333 0.7854 3.3837324273e-01 2.2558216182e-01 2.7607485775e-01 2.4019972397e-01 4.7887437099e+00 4.4640019222e-01 1.1493554330e+00 3940 3952
1.5 0.33333333 0.7854 3.4280374670e-01 2.2853583113e-01 2.7692648880e-01 2.4019972397e-01 4.7106942480e+00 4.4640019222e-01 1.1529009452e+00 3940 3952
1.5 0.33333333 0.7854 3.4729226165e-01 2.3152817443e-01 2.7779773152e-01 2.4019972397e-01 4.6342002126e+00 4.4640019222e-01 1.1565281047e+00 3940 3952
1.5 0.33333333 0.7854 3.5183954715e-01 2.3455969810e-01 2.7868902037e-01 2.4019972397e-01 4.5592314202e+00 4.4640019222e-01 1.1602387204e+00 3940 3952
1.5 0.33333333 0.7854 3.5644637273e-01 2.3763091515e-01 2.7960079917e-01 2.4019972397e-01 4.4857582706e+00 4.4640019222e-01 1.1640346398e+00 3939 3952
1.5 0.33333333 0.7854 3.6111351796e-01 2.4074234531e-01 2.8053352071e-01 2.4019972397e-01 4.4137517266e+00 4.4640019222e-01 1.1679177481e+00 3939 3952
1.5 0.33333333 0.7854 3.6584177265e-01 2.4389451510e-01 2.8148764749e-01 2.4019972397e-01 4.3431833119e+00 4.4640019222e-01 1.1718899707e+00 3939 3952
